Dates,Start of Week,Week of Year,Fiscal_Year,Platform,Retailer,Program,Brand,Tactic_Group,Tactic,Tactic_Start_Date,Tactic_End_Date,Spend
1/1/22,12/26/21 0:00,Week -1,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/1/22,12/26/21 0:00,Week -1,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/1/22,12/26/21 0:00,Week -1,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/1/22,12/26/21 0:00,Week -1,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/1/22,12/26/21 0:00,Week -1,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/1/22,12/26/21 0:00,Week -1,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/1/22,12/26/21 0:00,Week -1,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/1/22,12/26/21 0:00,Week -1,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/1/22,12/26/21 0:00,Week -1,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/1/22,12/26/21 0:00,Week -1,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/1/22,12/26/21 0:00,Week -1,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/1/22,12/26/21 0:00,Week -1,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/1/22,12/26/21 0:00,Week -1,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/2/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/2/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/2/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/2/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/2/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/2/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/2/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/2/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/2/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/2/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/2/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/2/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/2/22,1/2/22 0:00,Week -2,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/3/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/3/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/3/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/3/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/3/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/3/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/3/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/3/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/3/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/3/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/3/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/3/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/3/22,1/2/22 0:00,Week -2,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/4/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/4/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/4/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/4/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/4/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/4/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/4/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/4/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/4/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/4/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/4/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/4/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/4/22,1/2/22 0:00,Week -2,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/5/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/5/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/5/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/5/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/5/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/5/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/5/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/5/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/5/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/5/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/5/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/5/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/5/22,1/2/22 0:00,Week -2,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/6/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/6/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/6/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/6/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/6/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/6/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/6/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/6/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/6/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/6/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/6/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/6/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/6/22,1/2/22 0:00,Week -2,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/7/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/7/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/7/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/7/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/7/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/7/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/7/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/7/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/7/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/7/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/7/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/7/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/7/22,1/2/22 0:00,Week -2,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/8/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/8/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/8/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/8/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/8/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/8/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/8/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/8/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/8/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/8/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/8/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/8/22,1/2/22 0:00,Week -2,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/8/22,1/2/22 0:00,Week -2,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/9/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/9/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/9/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/9/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/9/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/9/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/9/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/9/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/9/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/9/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/9/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/9/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/9/22,1/9/22 0:00,Week -3,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/10/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/10/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/10/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/10/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/10/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/10/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/10/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/10/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/10/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/10/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/10/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/10/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/10/22,1/9/22 0:00,Week -3,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
1/11/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/11/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/11/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Coke,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/11/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/11/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/11/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,A&W,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/11/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/11/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/11/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sprite,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/11/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,$635.59 
1/11/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,Sampling,Sampling,1/1/22,2/28/22,$912.97 
1/11/22,1/9/22 0:00,Week -3,2022,Flavors Zero 2.0,Kroger,Flavors Zero Sugar - Kroger,Sunkist,POS,Store Signage,1/1/22,2/28/22,$723.71 
1/11/22,1/9/22 0:00,Week -3,2022,McCafe Playtime,Kroger,WM 2022 T1 - McCafe Playtime Matters,McCafe,Digital Media,Digital Media Offsite Non Retailer Owned,1/1/22,2/28/22,"$2,966.10 "
