Dates,Start of Week,Week of Year,Fiscal_Year,Platform,Retailer,Program,Brand,Tactic_Group,Tactic,Tactic_Start_Date,Tactic_End_Date,Spend
8/24/23,8/20/23 0:00,Week -34,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/24/23,8/20/23 0:00,Week -34,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/24/23,8/20/23 0:00,Week -34,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/24/23,8/20/23 0:00,Week -34,2023,Core Summer,Kroger,Core Incremental_Kroger,Core,Value Offer,Coupon Insertion Digital,7/1/23,9/30/23,"$1,792.00 "
8/24/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Donut Shop,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/24/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Green Mountain,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/24/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Non Retailer Owned,6/1/23,12/31/23,"$2,686.92 "
8/24/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,10/15/23,$131.58 
8/24/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Sampling,Sampling,8/1/23,8/31/23,"$1,370.97 "
8/24/23,8/20/23 0:00,Week -34,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,391.30 "
8/24/23,8/20/23 0:00,Week -34,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Social Media,Influencer,8/1/23,9/5/23,"$4,166.67 "
8/24/23,8/20/23 0:00,Week -34,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Sampling,Sampling,8/1/23,9/15/23,"$4,989.13 "
8/24/23,8/20/23 0:00,Week -34,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/24/23,8/20/23 0:00,Week -34,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Green Mountain,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/24/23,8/20/23 0:00,Week -34,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,McCafe,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.26 "
8/24/23,8/20/23 0:00,Week -34,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
8/24/23,8/20/23 0:00,Week -34,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
8/25/23,8/20/23 0:00,Week -34,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/25/23,8/20/23 0:00,Week -34,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/25/23,8/20/23 0:00,Week -34,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/25/23,8/20/23 0:00,Week -34,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/25/23,8/20/23 0:00,Week -34,2023,Core Summer,Kroger,Core Incremental_Kroger,Core,Value Offer,Coupon Insertion Digital,7/1/23,9/30/23,"$1,792.00 "
8/25/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Donut Shop,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/25/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Green Mountain,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/25/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Non Retailer Owned,6/1/23,12/31/23,"$2,686.92 "
8/25/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,10/15/23,$131.58 
8/25/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Sampling,Sampling,8/1/23,8/31/23,"$1,370.97 "
8/25/23,8/20/23 0:00,Week -34,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,391.30 "
8/25/23,8/20/23 0:00,Week -34,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Social Media,Influencer,8/1/23,9/5/23,"$4,166.67 "
8/25/23,8/20/23 0:00,Week -34,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Sampling,Sampling,8/1/23,9/15/23,"$4,989.13 "
8/25/23,8/20/23 0:00,Week -34,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/25/23,8/20/23 0:00,Week -34,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Green Mountain,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/25/23,8/20/23 0:00,Week -34,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,McCafe,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.26 "
8/25/23,8/20/23 0:00,Week -34,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
8/25/23,8/20/23 0:00,Week -34,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
8/26/23,8/20/23 0:00,Week -34,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/26/23,8/20/23 0:00,Week -34,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/26/23,8/20/23 0:00,Week -34,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/26/23,8/20/23 0:00,Week -34,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/26/23,8/20/23 0:00,Week -34,2023,Core Summer,Kroger,Core Incremental_Kroger,Core,Value Offer,Coupon Insertion Digital,7/1/23,9/30/23,"$1,792.00 "
8/26/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Donut Shop,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/26/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Green Mountain,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/26/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Non Retailer Owned,6/1/23,12/31/23,"$2,686.92 "
8/26/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,10/15/23,$131.58 
8/26/23,8/20/23 0:00,Week -34,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Sampling,Sampling,8/1/23,8/31/23,"$1,370.97 "
8/26/23,8/20/23 0:00,Week -34,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,391.30 "
8/26/23,8/20/23 0:00,Week -34,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Social Media,Influencer,8/1/23,9/5/23,"$4,166.67 "
8/26/23,8/20/23 0:00,Week -34,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Sampling,Sampling,8/1/23,9/15/23,"$4,989.13 "
8/26/23,8/20/23 0:00,Week -34,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/26/23,8/20/23 0:00,Week -34,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Green Mountain,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/26/23,8/20/23 0:00,Week -34,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,McCafe,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.26 "
8/26/23,8/20/23 0:00,Week -34,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
8/26/23,8/20/23 0:00,Week -34,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
8/27/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/27/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/27/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/27/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/27/23,8/27/23 0:00,Week -35,2023,Core Summer,Kroger,Core Incremental_Kroger,Core,Value Offer,Coupon Insertion Digital,7/1/23,9/30/23,"$1,792.00 "
8/27/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Donut Shop,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/27/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Green Mountain,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/27/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Non Retailer Owned,6/1/23,12/31/23,"$2,686.92 "
8/27/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,10/15/23,$131.58 
8/27/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Sampling,Sampling,8/1/23,8/31/23,"$1,370.97 "
8/27/23,8/27/23 0:00,Week -35,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,391.30 "
8/27/23,8/27/23 0:00,Week -35,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Social Media,Influencer,8/1/23,9/5/23,"$4,166.67 "
8/27/23,8/27/23 0:00,Week -35,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Sampling,Sampling,8/1/23,9/15/23,"$4,989.13 "
8/27/23,8/27/23 0:00,Week -35,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/27/23,8/27/23 0:00,Week -35,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Green Mountain,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/27/23,8/27/23 0:00,Week -35,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,McCafe,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.26 "
8/27/23,8/27/23 0:00,Week -35,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
8/27/23,8/27/23 0:00,Week -35,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
8/28/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/28/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/28/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/28/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/28/23,8/27/23 0:00,Week -35,2023,Core Summer,Kroger,Core Incremental_Kroger,Core,Value Offer,Coupon Insertion Digital,7/1/23,9/30/23,"$1,792.00 "
8/28/23,8/27/23 0:00,Week -35,2023,DP College Football Wave 1,Kroger,DP College Football Wave 1_Kroger,Dr Pepper,Instore,Store Signage,8/28/23,10/31/23,"$2,189.02 "
8/28/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Donut Shop,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/28/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Green Mountain,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/28/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Non Retailer Owned,6/1/23,12/31/23,"$2,686.92 "
8/28/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,10/15/23,$131.58 
8/28/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Sampling,Sampling,8/1/23,8/31/23,"$1,370.97 "
8/28/23,8/27/23 0:00,Week -35,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,391.30 "
8/28/23,8/27/23 0:00,Week -35,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Social Media,Influencer,8/1/23,9/5/23,"$4,166.67 "
8/28/23,8/27/23 0:00,Week -35,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Sampling,Sampling,8/1/23,9/15/23,"$4,989.13 "
8/28/23,8/27/23 0:00,Week -35,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/28/23,8/27/23 0:00,Week -35,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Green Mountain,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/28/23,8/27/23 0:00,Week -35,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,McCafe,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.26 "
8/28/23,8/27/23 0:00,Week -35,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
8/28/23,8/27/23 0:00,Week -35,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
8/29/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/29/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/29/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/29/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/29/23,8/27/23 0:00,Week -35,2023,Core Summer,Kroger,Core Incremental_Kroger,Core,Value Offer,Coupon Insertion Digital,7/1/23,9/30/23,"$1,792.00 "
8/29/23,8/27/23 0:00,Week -35,2023,DP College Football Wave 1,Kroger,DP College Football Wave 1_Kroger,Dr Pepper,Instore,Store Signage,8/28/23,10/31/23,"$2,189.02 "
8/29/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Donut Shop,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/29/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Green Mountain,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/29/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Non Retailer Owned,6/1/23,12/31/23,"$2,686.92 "
8/29/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,10/15/23,$131.58 
8/29/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Sampling,Sampling,8/1/23,8/31/23,"$1,370.97 "
8/29/23,8/27/23 0:00,Week -35,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,391.30 "
8/29/23,8/27/23 0:00,Week -35,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Social Media,Influencer,8/1/23,9/5/23,"$4,166.67 "
8/29/23,8/27/23 0:00,Week -35,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Sampling,Sampling,8/1/23,9/15/23,"$4,989.13 "
8/29/23,8/27/23 0:00,Week -35,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/29/23,8/27/23 0:00,Week -35,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Green Mountain,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/29/23,8/27/23 0:00,Week -35,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,McCafe,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.26 "
8/29/23,8/27/23 0:00,Week -35,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
8/29/23,8/27/23 0:00,Week -35,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
8/30/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/30/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/30/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/30/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/30/23,8/27/23 0:00,Week -35,2023,Core Summer,Kroger,Core Incremental_Kroger,Core,Value Offer,Coupon Insertion Digital,7/1/23,9/30/23,"$1,792.00 "
8/30/23,8/27/23 0:00,Week -35,2023,DP College Football Wave 1,Kroger,DP College Football Wave 1_Kroger,Dr Pepper,Instore,Store Signage,8/28/23,10/31/23,"$2,189.02 "
8/30/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Donut Shop,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/30/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Green Mountain,Digital Media,Digital Media Offsite Non Retailer Owned,7/15/23,12/31/23,$955.88 
8/30/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Non Retailer Owned,6/1/23,12/31/23,"$2,686.92 "
8/30/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,10/15/23,$131.58 
8/30/23,8/27/23 0:00,Week -35,2023,Keurig K-ICED Essentials (Kroger only),Kroger,Iced Platform Launch (KIE and Pods)_Kroger,Keurig Brewer,Sampling,Sampling,8/1/23,8/31/23,"$1,370.97 "
8/30/23,8/27/23 0:00,Week -35,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,391.30 "
8/30/23,8/27/23 0:00,Week -35,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Social Media,Influencer,8/1/23,9/5/23,"$4,166.67 "
8/30/23,8/27/23 0:00,Week -35,2023,Mott's BTS / Crayola,Kroger,Mott's Back to School_Kroger,Total Motts,Sampling,Sampling,8/1/23,9/15/23,"$4,989.13 "
8/30/23,8/27/23 0:00,Week -35,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/30/23,8/27/23 0:00,Week -35,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,Green Mountain,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.28 "
8/30/23,8/27/23 0:00,Week -35,2023,Coffee Custom,Kroger,Power Brands Mod Reset_Kroger,McCafe,Digital Media,Digital Media Offsite Retailer Owned,8/1/23,9/15/23,"$1,449.26 "
8/30/23,8/27/23 0:00,Week -35,2023,Snapple Custom,Kroger,Snapple 64oz Ibotta,Snapple,Value Offer,Coupon Insertion Digital,8/30/23,12/28/23,"$1,032.61 "
8/30/23,8/27/23 0:00,Week -35,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Sampling,Sampling,4/21/23,12/3/23,$860.21 
8/30/23,8/27/23 0:00,Week -35,2023,Snapple Custom,Kroger,Snapple Trade Budget_Kroger,Snapple,Instore,Store Signage,1/1/23,9/30/23,"$1,613.46 "
8/31/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/31/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Donut Shop,Social Media,Influencer,8/1/23,9/15/23,$815.22 
8/31/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Digital Media,Digital Media Offsite Retailer Owned,7/15/23,9/15/23,$992.06 
8/31/23,8/27/23 0:00,Week -35,2023,Coffee & Brewer System Sell,Kroger,BTC System Sell_Kroger,Keurig Brewer,Social Media,Influencer,8/1/23,9/15/23,$815.22 
